FID,TAZ,SUBRAD,RAD,RADNUM,SUBAREAS,PUMA,Shape_STAr,Shape_STLe
1187,1207,170,Vineyard,20,8,Sac_9,10640543.1143,14707.9329426
1188,1227,124,Rancho Cordova East,17,8,Sac_3,27850093.416,24501.87681
1189,60,504,West Sacramento,50,23,Yolo,16601418.2402,16741.126523
1190,507,162,South Sacramento,19,3,Sac_6,12966686.5664,16560.1807242
1191,637,232,Southeast County,26,6,Sac_9,272127475.809,68151.4778302
1192,1221,127,Rancho Cordova East,17,8,Sac_3,17881611.8057,19555.4553387
1193,766,132,Downtown,1,2,Sac_4,1546592.4707,5842.64288907
1194,709,231,Southeast County,26,6,Sac_9,188406907.645,60370.1357396
1195,506,162,South Sacramento,19,3,Sac_6,18396175.5957,18833.3397438
1196,1119,127,Rancho Cordova East,17,8,Sac_3,37492455.917,24605.765914
1197,468,151,East Sacramento,14,2,Sac_6,15462886.374,16533.5360188
1198,733,261,Franklin,27,6,Sac_9,211976009.044,65643.7952512
1199,515,151,East Sacramento,14,2,Sac_6,6726392.46191,11162.319688
1200,364,93,Arden Arcade,11,9,Sac_5,16049268.6104,16562.3732399
1201,505,162,South Sacramento,19,3,Sac_6,21578126.1406,18940.3931577
1202,802,134,Downtown,1,2,Sac_4,2555030.15332,6565.85775396
1203,513,162,South Sacramento,19,3,Sac_6,6371513.46484,13182.0110249
1204,564,127,Rancho Cordova East,17,8,Sac_3,24881562.293,20658.0313475
1205,646,232,Southeast County,26,6,Sac_9,56608102.5,37310.7811099
1206,815,550,Winters,55,18,Yolo,73393222.4199,38688.3658122
1207,769,133,Downtown,1,2,Sac_4,2534171.19238,6515.92429788
1208,490,162,South Sacramento,19,3,Sac_6,27763762.5928,21084.7111537
1209,84,521,Davis,52,21,Yolo,23933388.9248,19696.2811697
1210,801,134,Downtown,1,2,Sac_4,2819075.49609,6696.49716523
1211,736,261,Franklin,27,6,Sac_9,65193314.2402,36089.4018983
1212,68,504,West Sacramento,50,23,Yolo,16636030.668,18180.1866908
1213,582,123,Rancho Cordova West,16,8,Sac_9,12722588.0068,17018.2874021
1214,491,162,South Sacramento,19,3,Sac_6,17851095.4414,17631.9108602
1215,472,151,East Sacramento,14,2,Sac_6,6476647.06445,12085.1765383
1216,341,94,Arden Arcade,11,2,Sac_5,7023107.07129,11933.7273379
1217,67,504,West Sacramento,50,23,Yolo,21524113.6016,22696.4964473
1218,49,503,West Sacramento,50,23,Yolo,3705832.10449,7552.83547018
1219,495,161,South Sacramento,19,7,Sac_8,14116387.4824,15326.7182071
1220,737,200,Delta,28,4,Sac_9,217893189.43,59377.8879762
1221,699,161,South Sacramento,19,3,Sac_8,10518569.3838,13444.0630057
1222,83,521,Davis,52,21,Yolo,29602430.6377,22243.9846665
1223,349,94,Arden Arcade,11,9,Sac_5,10480905.8896,13251.3184214
1224,756,200,Delta,28,4,Sac_9,192304514.205,59178.0620432
1225,496,161,South Sacramento,19,7,Sac_8,8523883.84668,11563.0864406
1226,113,521,Davis,52,21,Yolo,13970375.4561,15898.3617773
1227,354,94,Arden Arcade,11,9,Sac_5,14030823.6396,15868.73788
1228,762,200,Delta,28,4,Sac_9,202776003.896,68519.17197
1229,1517,171,Vineyard,20,8,Sac_9,12370193.7051,14734.0874691
1230,114,521,Davis,52,21,Yolo,9344790.28027,14164.1734616
1231,799,134,Downtown,1,2,Sac_4,2543363.3623,6544.90076989
1232,639,212,Galt,23,6,Sac_9,96262959.5615,42890.5653564
